time,acc_x
2.484,-6.657489568697923e-08
2.485,-6.633559030666705e-08
2.486,-6.604099741559276e-08
2.487,-6.568991815289994e-08
2.488,-6.528139332128088e-08
2.489,-6.481427212084507e-08
2.49,-6.428749338579348e-08
2.491,-6.369973101035474e-08
2.492,-6.304960830818116e-08
2.493,-6.23367313504323e-08
2.494,-6.155940684169115e-08
2.495,-6.071644571581105e-08
2.496,-5.98066140408023e-08
2.497,-5.882893526836605e-08
2.498,-5.778205580050884e-08
2.499,-5.666514479146226e-08
2.5,-5.547658903469139e-08
2.501,-5.421492726708174e-08
2.502,-5.287946553058367e-08
2.503,-5.146895276456113e-08
2.504,-4.998149058728048e-08
2.505,-4.841664258534064e-08
2.506,-4.677272466143884e-08
2.507,-4.504840189046621e-08
2.508,-4.324281584588941e-08
2.509,-4.135421229719113e-08
2.51,-3.938146094986155e-08
2.511,-3.732327021142446e-08
2.512,-3.517854831020255e-08
2.513,-3.294538346162129e-08
2.514,-3.062334810584867e-08
2.515,-2.821031257480005e-08
2.516,-2.570532869017633e-08
2.517,-2.310692555313492e-08
2.518,-2.041374070306144e-08
2.519,-1.762439482084929e-08
2.52,-1.47375736361262e-08
2.521,-1.175220146259994e-08
2.522,-8.666328852537323e-09
2.523,-5.47888070463986e-09
2.524,-2.188257171930186e-09
2.525,1.206567420747477e-09
2.526,4.707357064388754e-09
2.527,8.315301859349715e-09
2.528,1.203207189246879e-08
2.529,1.585891054335038e-08
2.53,1.979759790195297e-08
2.531,2.38489757877942e-08
2.532,2.801519273448256e-08
2.533,3.229725047169565e-08
2.534,3.669678783853874e-08
2.535,4.121528558287544e-08
2.536,4.585411971751697e-08
2.537,5.061520037360322e-08
2.538,5.54994482688927e-08
2.539,6.0508820550254e-08
2.54,6.564466690373774e-08
2.541,7.090848701769634e-08
2.542,7.630173962658198e-08
2.543,8.182649973142455e-08
2.544,8.748371664430315e-08
2.545,9.327521873396119e-08
2.546,9.920236454454433e-08
2.547,1.052669965593568e-07
2.548,1.114705380312594e-07
2.549,1.178149351831568e-07
2.55,1.243014652932491e-07
2.551,1.309316678448294e-07
2.552,1.377071364530369e-07
2.553,1.446297783667522e-07
2.554,1.490340633888823e-07
2.555,1.524833342977609e-07
2.556,1.559220520631353e-07
2.557,1.593481422010802e-07
2.558,1.627600254107324e-07
2.559,1.661556441235201e-07
2.56,1.69532916356098e-07
2.561,1.728902069091733e-07
2.562,1.762249454241187e-07
2.563,1.795354053351986e-07
2.564,1.828191822738779e-07
2.565,1.860742589247927e-07
2.566,1.89298502451891e-07
2.567,1.924896594753397e-07
2.568,1.956452910273157e-07
2.569,1.987632094799619e-07
2.57,2.018407969353157e-07
2.571,2.048765924094686e-07
2.572,2.078671134049237e-07
2.573,2.1081034935526e-07
2.574,2.137037031490776e-07
2.575,2.165447711980243e-07
2.576,2.193311226755523e-07
2.577,2.220595346700762e-07
2.578,2.247279014932212e-07
2.579,2.273336332156179e-07
2.58,2.298735522472418e-07
2.581,2.32345394760667e-07
2.582,2.347456752901444e-07
2.583,2.370722475902792e-07
2.584,2.393219022609495e-07
2.585,2.414914082402433e-07
2.586,2.435784048212494e-07
2.587,2.455796145002927e-07
2.588,2.474922190757384e-07
2.589,2.4931259454776e-07
2.59,2.510380834322212e-07
2.591,2.526654905456815e-07
2.592,2.541911270367454e-07
2.593,2.556124815795247e-07
2.594,2.569256181324988e-07
2.595,2.581276743766915e-07
2.596,2.592148192279796e-07
2.597,2.601840993228592e-07
2.598,2.610316965987216e-07
2.599,2.617543442308809e-07
2.6,2.623481876726092e-07
2.601,2.628100242682015e-07
2.602,2.631358414772828e-07
2.603,2.633223940393631e-07
2.604,2.633652160420296e-07
2.605,2.63261374051217e-07
2.606,2.630067786192133e-07
2.607,2.625973039369614e-07
2.608,2.620292805402202e-07
2.609,2.612985949679101e-07
2.61,2.604014772002847e-07
2.611,2.593337185295605e-07
2.612,2.58091135535979e-07
2.613,2.566701440805674e-07
2.614,2.550659472687301e-07
2.615,2.532744534530841e-07
2.616,2.512916384188131e-07
2.617,2.491127450934177e-07
2.618,2.467342742753647e-07
2.619,2.441507376154917e-07
2.62,2.413581295014278e-07
2.621,2.383519504169243e-07
2.622,2.351277307644961e-07
2.623,2.316807643947896e-07
2.624,2.280064787192209e-07
2.625,2.241003299885011e-07
2.626,2.199571245286166e-07
2.627,2.155720612156396e-07
2.628,2.10940675711101e-07
2.629,2.060580115347109e-07
2.63,2.009188782599135e-07
2.631,1.955185326908721e-07
2.632,1.898517831515527e-07
2.633,1.839131587297769e-07
2.634,1.776982524528022e-07
2.635,1.712014337070575e-07
2.636,1.644174097438986e-07
2.637,1.573411820451408e-07
2.638,1.499669393528251e-07
2.639,1.42289619469735e-07
2.64,1.34303780991998e-07
2.641,1.260035344460025e-07
2.642,1.173837922081788e-07
2.643,1.084386182972397e-07
2.644,9.916224500115196e-08
2.645,8.954925511102166e-08
2.646,7.959388349778914e-08
2.647,6.929013026521294e-08
2.648,5.863202966514779e-08
2.649,5.111175451467122e-08
2.65,4.768580518035629e-08
2.651,4.423228710086307e-08
2.652,4.075281552143968e-08
2.653,3.724886322773608e-08
